"Time (s)","Volts (mV)","Power (mW)","Remaining %"
"5074","3914","7805","50"
"5079","3909","8417","50"
"5084","3896","7865","50"
"5089","3907","7849","50"
"5094","3899","7778","50"
"5099","3907","7751","50"
"5105","3877","7684","50"
"5110","3917","8256","49"
"5115","3904","8511","49"
"5120","3898","7822","49"
"5125","3896","7778","49"
"5130","3896","7889","49"
"5135","3909","8165","49"
"5140","3922","8316","49"
"5146","3940","7960","49"
"5151","3935","7768","49"
"5156","3922","8165","49"
"5161","3922","8622","49"
"5166","3924","7606","49"
"5171","3940","8400","49"
"5176","3911","7788","49"
"5181","3924","8636","49"
"5187","3909","7690","49"
"5192","3921","8333","49"
"5197","3929","8350","49"
"5202","3887","8730","49"
"5207","3916","8037","49"
"5212","3940","8565","49"
"5217","3908","8272","49"
"5222","3922","8444","49"
"5228","3922","8168","49"
"5233","3930","8686","49"
"5238","3932","8108","49"
"5243","3909","8693","49"
"5248","3918","7876","49"
"5253","3918","8693","49"
"5258","3922","8135","49"
"5263","3909","7778","49"
"5268","3918","7993","49"
"5274","3897","8340","49"
"5279","3909","7815","49"
"5284","3905","7458","49"
"5289","3901","7876","49"
"5294","3927","7987","49"
"5299","3918","8360","49"
"5304","3914","7815","49"
"5309","3906","7889","49"
"5315","3914","7744","49"
"5320","3908","7431","49"
"5325","3914","8202","49"
"5330","3898","7993","49"
"5335","3921","8269","49"
"5340","3906","7600","49"
"5345","3914","8252","49"
"5350","3922","9144","49"
"5356","3919","7754","49"
"5361","3926","8347","49"
"5366","3911","8185","49"
"5371","3894","8424","49"
"5376","3904","8131","49"
"5381","3886","8545","49"
"5386","3896","8124","49"
"5391","3880","8693","49"
"5397","3874","7761","49"
"5402","3898","8151","49"
"5407","3867","7768","49"
"5412","3893","8340","49"
"5417","3898","7694","49"
"5422","3885","8710","49"
"5427","3883","8333","49"
"5433","3894","8555","49"
"5438","3893","7970","49"
"5443","3883","8229","49"
"5448","3870","7778","49"
"5453","3874","8272","49"
"5458","3891","8098","49"
"5463","3864","8124","49"
"5468","3883","7980","49"
"5474","3903","7980","49"
"5479","3898","7788","49"
"5484","3875","7805","49"
"5489","3904","8272","49"
"5494","3880","8054","49"
"5499","3883","7701","49"
"5504","3880","7768","49"
"5509","3883","8360","49"
"5514","3870","8027","49"
"5520","3884","7805","49"
"5525","3884","7633","49"
"5530","3888","8653","49"
"5535","3881","7485","49"
"5540","3876","8659","49"
"5545","3875","7778","49"
"5550","3891","8340","49"
"5555","3884","7960","49"
"5561","3872","8720","49"
"5566","3892","7462","49"
"5571","3883","8895","49"
"5576","3904","8124","49"
"5581","3880","8764","49"
"5586","3870","7640","49"
"5591","3884","8468","49"
"5596","3891","7553","49"
"5602","3872","8064","49"
"5607","3873","8377","47"
"5612","3865","8114","47"
"5617","3867","8360","47"
"5622","3876","7751","47"
"5627","3862","8272","47"
"5632","3849","7728","47"
"5638","3871","7798","47"
"5643","3875","7778","47"
"5648","3868","7573","47"
"5653","3881","7812","47"
"5658","3871","8114","47"
"5663","3870","8037","47"
"5668","3871","7960","47"
"5673","3859","7734","47"
"5679","3867","8114","47"
"5684","3857","7425","47"
"5689","3860","7966","47"
"5694","3865","8299","47"
"5699","3870","8683","47"
"5704","3857","7479","47"
"5709","3867","8239","46"
"5714","3859","7600","46"
"5720","3854","8451","46"
"5725","3893","7798","46"
"5730","3892","8515","46"
"5735","3881","7754","46"
"5740","3889","8316","46"
"5745","3902","8168","46"
"5750","3892","8360","46"
"5755","3903","7812","46"
"5760","3887","8720","46"
"5766","3885","7512","46"
"5771","3897","8935","46"
"5776","3892","8202","46"
"5781","3913","8599","46"
"5786","3885","8202","46"
"5791","3897","7613","46"
"5796","3893","8417","46"
"5801","3897","7839","46"
"5807","3879","8168","46"
"5812","3882","8185","46"
"5817","3889","7832","46"
"5822","3908","7839","46"
"5827","3897","7751","46"
"5832","3868","7919","46"
"5837","3897","7768","46"
"5842","3872","7889","46"
"5848","3871","7916","46"
"5853","3880","7815","46"
"5858","3874","7556","46"
"5863","3855","8484","46"
"5868","3879","8037","46"
"5873","3859","8269","46"
"5878","3872","7761","46"
"5883","3900","7950","46"
"5889","3872","8565","46"
"5894","3864","8313","46"
"5899","3885","8417","46"
"5904","3892","7832","46"
"5909","3855","8040","46"
"5914","3898","8074","46"
"5919","3885","8279","46"
"5924","3866","8340","46"
"5930","3863","8696","46"
"5935","3871","8054","46"
"5940","3872","8653","46"
"5945","3869","7684","46"
"5950","3871","8918","46"
"5955","3893","7613","46"
"5960","3860","8478","46"
"5965","3891","7431","46"
"5971","3865","7936","46"
"5976","3878","7865","46"
"5981","3852","8545","46"
"5986","3875","7812","46"
"5991","3843","8394","46"
"5996","3864","7822","46"
"6001","3873","8148","46"
"6006","3872","7509","46"
"6012","3864","8306","46"
"6017","3865","7744","45"
"6022","3859","8131","45"
"6027","3881","7458","45"
"6032","3835","7839","45"
"6037","3854","7754","45"
"6042","3854","8299","45"
"6047","3872","8824","45"
"6053","3881","7630","45"
"6058","3856","7997","45"
"6063","3870","8037","45"
"6068","3869","8360","45"
"6073","3865","8037","45"
"6078","3870","8400","45"
"6083","3857","8131","45"
"6088","3868","8135","45"
"6094","3867","7970","45"
"6099","3847","8764","45"
"6104","3846","7805","45"
"6109","3860","8831","45"
"6114","3857","7778","45"
"6119","3859","7993","45"
"6124","3859","7479","45"
"6129","3854","8202","45"
"6135","3847","8239","45"
"6140","3870","9110","45"
"6145","3870","8454","45"
"6150","3859","7815","45"
"6155","3847","7701","45"
"6160","3855","7933","45"
"6165","3871","8340","45"
"6170","3844","8108","45"
"6176","3875","7960","45"
"6181","3842","7781","45"
"6186","3860","8743","44"
"6191","3847","7859","44"
"6196","3833","7690","44"
"6201","3838","7579","44"
"6206","3844","7822","43"
"6211","3838","8108","43"
"6217","3828","8330","43"
"6222","3840","7865","43"
"6227","3832","8219","43"
"6232","3828","7778","42"
"6237","3830","8124","42"
"6242","3840","7744","42"
"6247","3830","8148","42"
"6252","3814","8424","42"
"6258","3820","8743","42"
"6263","3841","7674","42"
"6268","3820","8316","42"
"6273","3844","8340","42"
"6278","3825","9083","42"
"6283","3838","8269","42"
"6288","3835","8054","42"
"6293","3838","7812","42"
"6299","3838","8330","42"
"6304","3844","7458","42"
"6309","3840","8178","42"
"6314","3833","7701","42"
"6319","3833","8925","42"
"6324","3838","8454","42"
"6329","3835","8606","42"
"6334","3819","7953","42"
"6339","3848","7754","42"
"6345","3833","8357","42"
"6350","3817","7667","42"
"6355","3840","7889","42"
"6360","3822","7976","42"
"6365","3849","7980","42"
"6370","3840","8582","42"
"6375","3811","8350","42"
"6380","3838","7442","42"
"6386","3851","7674","42"
"6391","3835","8151","42"
"6396","3843","8219","42"
"6401","3843","8131","42"
"6406","3823","7751","42"
"6411","3833","7795","42"
"6416","3815","7987","42"
"6421","3838","7805","42"
"6427","3833","7997","42"
"6432","3812","7899","42"
"6437","3840","8373","42"
"6442","3838","8269","42"
"6447","3838","8858","42"
"6452","3846","8575","42"
"6457","3832","8649","42"
"6462","3820","8653","42"
"6468","3843","8538","42"
"6473","3792","8272","42"
"6478","3820","8390","42"
"6483","3819","8212","42"
"6488","3832","8659","42"
"6493","3830","7812","42"
"6498","3832","8444","42"
"6503","3817","7906","42"
"6509","3801","9221","42"
"6514","3825","7606","42"
"6519","3814","7926","42"
"6524","3809","8135","42"
"6529","3819","7728","42"
"6534","3830","7418","42"
"6539","3820","7768","42"
"6544","3817","7960","42"
"6550","3827","8185","42"
"6555","3830","7815","42"
"6560","3830","7993","42"
"6565","3836","8020","42"
"6570","3824","8071","42"
"6575","3835","8165","42"
"6580","3825","8165","42"
"6585","3825","7754","42"
"6591","3851","7970","42"
"6596","3833","7734","42"
"6601","3820","7435","42"
"6606","3817","8185","42"
"6611","3827","8269","42"
"6616","3836","8316","42"
"6621","3838","7795","42"
"6626","3824","8730","42"
"6632","3836","8027","42"
"6637","3808","8622","42"
"6642","3835","8010","42"
"6647","3820","8047","42"
"6652","3833","7462","42"
"6657","3838","8666","42"
"6662","3833","7633","42"
"6667","3830","8575","42"
"6672","3817","7468","41"
"6678","3815","9016","41"
"6683","3809","8330","41"
"6688","3819","9050","41"
"6693","3833","7892","41"
"6698","3819","8979","41"
"6703","3819","7761","41"
"6708","3799","8306","41"
"6713","3798","7980","41"
"6719","3823","7906","41"
"6724","3827","8246","41"
"6729","3827","7778","41"
"6734","3833","8135","41"
"6739","3812","7997","41"
"6744","3835","8468","41"
"6749","3814","7435","41"
"6755","3827","7761","41"
"6760","3827","8246","41"
"6765","3833","8091","41"
"6770","3823","7872","41"
"6775","3809","8239","41"
"6780","3812","7717","41"
"6785","3818","8609","41"
"6790","3819","8192","41"
"6795","3799","8693","41"
"6801","3819","7781","41"
"6806","3807","8394","41"
"6811","3821","8219","41"
"6816","3819","8424","41"
"6821","3811","7728","41"
"6826","3829","8195","41"
"6831","3826","8131","41"
"6836","3802","8710","41"
"6842","3832","8289","41"
"6847","3811","8407","41"
"6852","3824","7418","41"
"6857","3826","8770","41"
"6862","3802","8360","41"
"6867","3815","8373","41"
"6872","3813","8108","40"
"6877","3816","8895","40"
"6883","3810","7721","40"
"6888","3815","7630","40"
"6893","3808","7754","40"
"6898","3819","8114","40"
"6903","3809","7889","40"
"6908","3813","8010","40"
"6913","3805","8158","40"
"6918","3816","7832","40"
"6924","3806","8495","39"
"6929","3806","7667","39"
"6934","3782","8272","39"
"6939","3822","7590","39"
"6944","3803","8013","39"
"6949","3792","8286","39"
"6954","3801","8390","39"
"6959","3803","7761","39"
"6965","3821","8202","39"
"6970","3798","8108","39"
"6975","3824","8330","39"
"6980","3798","8289","39"
"6985","3816","8468","39"
"6990","3813","7728","39"
"6995","3792","8434","39"
"7000","3801","7839","39"
"7006","3808","8272","39"
"7011","3816","7970","39"
"7016","3826","8787","39"
"7021","3827","8330","39"
"7026","3819","8427","39"
"7031","3817","8289","39"
"7036","3812","8558","39"
"7041","3822","7865","39"
"7047","3817","8892","39"
"7052","3827","8279","39"
"7057","3827","8565","39"
"7062","3825","8246","39"
"7067","3822","8454","39"
"7072","3817","7909","39"
"7077","3799","7960","39"
"7082","3801","7425","39"
"7087","3806","7690","39"
"7093","3812","7579","39"
"7098","3814","8488","39"
"7103","3811","7805","39"
"7108","3814","8626","39"
"7113","3830","7812","39"
"7118","3807","7795","39"
"7123","3820","8468","39"
"7128","3814","8141","39"
"7134","3822","7569","39"
"7139","3775","8168","39"
"7144","3823","7993","39"
"7149","3822","8202","39"
"7154","3788","8269","39"
"7159","3822","8074","39"
"7164","3809","8895","39"
"7169","3809","8040","39"
"7175","3822","8986","39"
"7180","3831","7744","39"
"7185","3801","8427","39"
"7190","3828","7795","39"
"7195","3796","8407","39"
"7200","3785","8124","39"
"7205","3831","8010","39"
"7210","3810","7872","39"
"7216","3801","8804","39"
"7221","3806","7795","39"
"7226","3796","8824","39"
"7231","3822","7751","39"
"7236","3806","8316","39"
"7241","3819","7431","39"
"7246","3809","9040","39"
"7251","3809","8114","39"
"7257","3779","7849","39"
"7262","3800","7980","39"
"7267","3792","7512","39"
"7272","3818","7717","39"
"7277","3792","8091","39"
"7282","3775","8333","39"
"7287","3807","7943","39"
"7292","3823","7906","39"
"7298","3796","7613","39"
"7303","3807","8357","39"
"7308","3794","7738","39"
"7313","3820","7579","39"
"7318","3812","7734","39"
"7323","3781","7812","39"
"7328","3797","7832","39"
"7333","3810","8192","39"
"7339","3796","8131","39"
"7344","3815","8252","39"
"7349","3805","7933","39"
"7354","3804","8202","39"
"7359","3810","7933","39"
"7364","3804","8918","39"
"7369","3821","8565","39"
"7374","3808","8747","39"
"7380","3780","7754","39"
"7385","3819","8548","39"
"7390","3822","8269","39"
"7395","3812","8495","39"
"7400","3803","8037","39"
"7405","3799","8340","39"
"7410","3801","7980","39"
"7415","3796","8548","39"
"7421","3796","7781","39"
"7426","3817","8299","39"
"7431","3812","7690","39"
"7436","3788","8027","39"
"7441","3809","7781","39"
"7446","3795","7839","39"
"7451","3798","8289","39"
"7456","3793","7960","39"
"7462","3801","8229","39"
"7467","3799","7966","39"
"7472","3796","7980","39"
"7477","3790","8114","39"
"7482","3772","7950","39"
"7487","3782","8114","39"
"7492","3801","8330","39"
"7497","3817","7970","39"
"7503","3790","7781","39"
"7508","3804","7916","39"
"7513","3809","8165","39"
"7518","3787","7754","39"
"7523","3785","7788","39"
"7528","3804","8151","39"
"7533","3813","8286","39"
"7538","3785","8114","39"
"7543","3808","8848","39"
"7549","3806","7805","39"
"7554","3790","8330","39"
"7559","3804","8141","39"
"7564","3792","8925","39"
"7569","3787","8787","39"
"7574","3792","8239","39"
"7579","3780","8606","38"
"7585","3792","8417","38"
"7590","3780","8202","38"
"7595","3780","8330","38"
"7600","3782","7795","38"
"7605","3798","8686","38"
"7610","3800","8165","38"
"7615","3786","8195","38"
"7620","3810","7479","38"
"7625","3815","8229","38"
"7631","3815","7960","38"
"7636","3810","7899","38"
"7641","3784","7771","38"
"7646","3788","7822","38"
"7651","3763","7812","38"
"7656","3791","7882","38"
"7661","3789","8289","38"
"7666","3791","7781","38"
"7672","3794","7556","38"
"7677","3770","8360","38"
"7682","3794","8013","38"
"7687","3797","8124","38"
"7692","3805","8296","38"
"7697","3805","8091","38"
"7702","3792","8478","38"
"7708","3781","7660","38"
"7713","3815","8488","38"
"7718","3802","7953","38"
"7723","3799","8686","38"
"7728","3797","8131","38"
"7733","3800","8313","38"
"7738","3815","7798","38"
"7743","3788","8918","38"
"7748","3781","7435","38"
"7754","3810","8434","38"
"7759","3788","7485","38"
"7764","3789","8394","38"
"7769","3799","7761","38"
"7774","3788","8757","38"
"7779","3804","7936","38"
"7784","3788","7872","38"
"7789","3812","7761","38"
"7795","3781","8333","38"
"7800","3778","7583","38"
"7805","3775","8141","38"
"7810","3788","8114","38"
"7815","3792","7788","38"
"7820","3789","7734","38"
"7825","3797","7892","38"
"7831","3786","8313","38"
"7836","3788","7728","38"
"7841","3790","8252","38"
"7846","3805","7728","38"
"7851","3806","8239","38"
"7856","3798","7734","38"
"7861","3784","8316","38"
"7866","3806","7754","38"
"7872","3785","8340","38"
"7877","3802","8195","38"
"7882","3792","8400","38"
"7887","3781","7596","38"
"7892","3798","8484","38"
"7897","3793","7993","38"
"7902","3802","8895","38"
"7907","3806","7788","38"
"7913","3806","8360","38"
"7918","3787","7815","38"
"7923","3792","8797","38"
"7928","3785","8020","38"
"7933","3798","8757","38"
"7938","3785","7872","38"
"7943","3798","8427","38"
"7948","3806","7960","38"
"7954","3785","8333","38"
"7959","3789","7865","38"
"7964","3777","7859","38"
"7969","3768","7728","38"
"7974","3781","7778","38"
"7979","3784","8212","38"
"7984","3774","7425","38"
"7989","3785","7832","38"
"7995","3779","7721","37"
"8000","3790","7950","37"
"8005","3781","8202","37"
"8010","3756","8098","37"
"8015","3761","7812","37"
"8020","3761","8114","37"
"8025","3777","7798","37"
"8030","3782","7805","37"
"8036","3769","7839","37"
"8041","3782","8047","37"
"8046","3785","7909","37"
"8051","3760","8683","37"
"8056","3790","8347","37"
"8061","3787","9134","37"
"8066","3798","7812","35"
"8071","3769","8710","35"
"8077","3760","8131","35"
"8082","3779","8468","35"
"8087","3782","8108","35"
"8092","3769","8841","35"
"8097","3756","7798","35"
"8102","3782","8330","35"
"8107","3790","8091","35"
"8112","3756","8848","35"
"8117","3744","8135","35"
"8123","3752","8693","35"
"8128","3768","8131","35"
"8133","3773","8091","35"
"8138","3769","8340","35"
"8143","3773","7859","35"
"8148","3777","7980","35"
"8153","3769","8252","35"
"8159","3773","7778","35"
"8164","3755","8444","35"
"8169","3782","8286","35"
"8174","3761","8394","35"
"8179","3765","8286","35"
"8184","3763","7815","35"
"8189","3768","8239","35"
"8194","3741","8333","35"
"8200","3738","8124","35"
"8205","3744","7936","35"
"8210","3751","8108","34"
"8215","3754","8347","34"
"8220","3756","8834","34"
"8225","3749","8219","34"
"8230","3751","8683","34"
"8235","3751","9093","34"
"8241","3756","8892","34"
"8246","3741","8040","34"
"8251","3764","8727","34"
"8256","3765","7805","34"
"8261","3744","8693","34"
"8266","3762","8451","33"
"8271","3754","8824","33"
"8276","3759","8289","33"
"8282","3748","8599","33"
"8287","3767","8357","33"
"8292","3760","8764","33"
"8297","3741","7815","33"
"8302","3762","8195","33"
"8307","3744","8313","33"
"8312","3752","8451","33"
"8317","3755","8114","33"
"8323","3755","7795","33"
"8328","3757","8101","33"
"8333","3754","8417","33"
"8338","3734","8347","33"
"8343","3742","8558","33"
"8348","3730","8158","33"
"8353","3744","8195","33"
"8358","3744","8511","33"
"8364","3750","8175","33"
"8369","3738","9214","33"
"8374","3760","8013","33"
"8379","3752","8269","33"
"8384","3760","8064","33"
"8389","3757","8764","33"
"8394","3758","8192","33"
"8399","3760","8710","33"
"8405","3760","8636","33"
"8410","3742","8774","32"
"8415","3760","8195","32"
"8420","3742","8377","32"
"8425","3758","8124","32"
"8430","3744","8925","32"
"8435","3736","9248","32"
"8440","3736","8902","32"
"8446","3718","8357","32"
"8451","3729","9046","32"
"8456","3729","8306","32"
"8461","3734","8834","32"
"8466","3723","8131","32"
"8471","3739","8592","32"
"8476","3731","8256","32"
"8481","3745","8175","32"
"8487","3740","8037","32"
"8492","3710","8040","32"
"8497","3732","7960","32"
"8502","3734","8390","32"
"8507","3740","8286","32"
"8512","3720","8246","32"
"8517","3707","8246","32"
"8522","3753","8108","32"
"8528","3747","8340","32"
"8533","3716","8340","32"
"8538","3729","8135","32"
"8543","3734","7805","32"
"8548","3747","8394","32"
"8553","3744","8101","32"
"8558","3715","8131","32"
"8563","3757","7933","32"
"8568","3739","8834","32"
"8574","3747","8360","32"
"8579","3761","8787","31"
"8584","3758","7865","31"
"8589","3755","8632","31"
"8594","3752","8124","31"
"8599","3749","8892","31"
"8604","3734","8101","31"
"8609","3753","8606","31"
"8615","3750","8373","31"
"8620","3739","8360","31"
"8625","3737","8101","31"
"8630","3740","8831","31"
"8635","3739","8330","31"
"8640","3718","8865","31"
"8645","3761","8225","31"
"8650","3739","8195","31"
"8656","3750","8256","31"
"8661","3721","8101","31"
"8666","3762","7892","31"
"8671","3743","8131","31"
"8676","3766","7997","31"
"8681","3761","8168","31"
"8686","3774","8229","31"
"8691","3753","7919","31"
"8697","3750","8347","31"
"8702","3764","8047","31"
"8707","3756","8027","31"
"8712","3754","8357","31"
"8717","3748","8390","31"
"8722","3762","8108","31"
"8727","3758","8114","31"
"8732","3758","8114","31"
"8738","3753","8098","31"
"8743","3756","7822","31"
"8748","3758","8770","31"
"8753","3745","8340","31"
"8758","3767","8471","31"
"8763","3756","8185","31"
"8768","3746","8925","31"
"8773","3748","8185","31"
"8779","3759","8417","31"
"8784","3731","7872","31"
"8789","3730","8720","31"
"8794","3743","8400","31"
"8799","3717","8780","31"
"8804","3731","8229","31"
"8809","3735","8686","31"
"8814","3720","7865","31"
"8820","3743","8770","31"
"8825","3714","7953","31"
"8830","3728","7980","31"
"8835","3725","8313","31"
"8840","3741","8333","31"
"8845","3720","8225","31"
"8850","3741","8064","31"
"8855","3744","8360","31"
"8861","3722","8505","31"
"8866","3712","8124","31"
"8871","3735","8131","31"
"8876","3717","8108","31"
"8881","3725","8286","31"
"8886","3717","8131","30"
"8891","3710","7936","30"
"8896","3722","8269","30"
"8901","3708","8340","30"
"8907","3725","8333","30"
"8912","3725","7711","30"
"8917","3727","8908","30"
"8922","3736","7960","30"
"8927","3716","8929","30"
"8932","3730","7859","30"
"8937","3703","8686","30"
"8942","3717","8333","30"
"8948","3716","8659","30"
"8953","3720","8299","30"
"8958","3709","8592","30"
"8963","3728","8054","30"
"8968","3717","8979","30"
"8973","3712","8313","30"
"8978","3719","8774","30"
"8983","3736","7876","30"
"8989","3716","8743","30"
"8994","3703","8572","30"
"8999","3725","8925","30"
"9004","3712","8219","30"
"9009","3690","8165","30"
"9014","3712","8451","30"
"9019","3723","8175","30"
"9024","3715","8377","30"
"9030","3718","8357","29"
"9035","3697","7812","29"
"9040","3686","8124","29"
"9045","3702","7751","29"
"9050","3712","8461","29"
"9055","3705","7781","29"
"9060","3710","8225","28"
"9065","3697","7795","28"
"9071","3715","8225","28"
"9076","3692","8108","28"
"9081","3712","8101","28"
"9086","3715","8124","28"
"9091","3707","8158","28"
"9096","3718","9117","28"
"9101","3720","8407","28"
"9106","3724","8868","28"
"9112","3707","8098","28"
"9117","3691","8929","28"
"9122","3715","8357","28"
"9127","3716","8945","28"
"9132","3700","8098","28"
"9137","3712","8780","28"
"9142","3729","7926","28"
"9147","3717","8945","28"
"9152","3728","8064","28"
"9158","3709","8696","28"
"9163","3696","8175","28"
"9168","3699","8908","28"
"9173","3701","8135","28"
"9178","3710","8770","28"
"9183","3726","8256","28"
"9188","3721","7842","28"
"9193","3699","7842","28"
"9199","3717","7795","28"
"9204","3717","8175","28"
"9209","3713","8269","28"
"9214","3712","8256","28"
"9219","3688","8151","28"
"9224","3710","8505","28"
"9229","3664","8027","28"
"9234","3718","7596","28"
"9240","3710","8407","28"
"9245","3712","8373","28"
"9250","3726","8135","28"
"9255","3719","7953","28"
"9260","3714","8175","28"
"9265","3701","7849","28"
"9270","3727","7987","28"
"9275","3700","8360","28"
"9281","3725","8135","28"
"9286","3706","8797","28"
"9291","3717","8131","28"
"9296","3708","8394","28"
"9301","3720","8114","28"
"9306","3716","8599","28"
"9311","3716","8340","28"
"9316","3700","8881","28"
"9322","3720","8333","28"
"9327","3712","8693","28"
"9332","3701","8316","28"
"9337","3735","8770","28"
"9342","3701","8538","28"
"9347","3720","8912","28"
"9352","3708","8357","28"
"9357","3716","8686","28"
"9363","3719","8037","28"
"9368","3714","8131","28"
"9373","3719","8279","28"
"9378","3739","8390","28"
"9383","3705","8131","28"
"9388","3726","8195","28"
"9393","3702","7960","28"
"9398","3698","8306","28"
"9404","3702","7832","28"
"9409","3716","8256","28"
"9414","3682","8124","28"
"9419","3724","8165","28"
"9424","3698","7976","28"
"9429","3705","7936","28"
"9434","3729","7781","28"
"9439","3715","8158","28"
"9444","3705","8108","28"
"9450","3724","8444","28"
"9455","3715","8135","28"
"9460","3726","8451","28"
"9465","3729","8532","28"
"9470","3719","7906","28"
"9475","3729","8373","28"
"9480","3713","8347","28"
"9485","3710","8918","28"
"9491","3712","8098","28"
"9496","3711","8710","28"
"9501","3701","8131","28"
"9506","3696","8865","28"
"9511","3692","7805","28"
"9516","3704","8848","28"
"9521","3714","7754","28"
"9526","3700","9272","28"
"9532","3719","8135","28"
"9537","3672","8774","28"
"9542","3679","8081","28"
"9547","3703","8340","28"
"9552","3685","8333","28"
"9557","3700","8108","28"
"9562","3714","8437","28"
"9567","3703","8468","28"
"9573","3711","8306","28"
"9578","3711","8330","28"
"9583","3698","8114","28"
"9588","3724","8151","28"
"9593","3709","7953","28"
"9598","3716","8124","28"
"9603","3690","8010","28"
"9608","3707","8286","28"
"9614","3704","8330","28"
"9619","3702","8165","28"
"9624","3701","8286","28"
"9629","3688","8165","28"
"9634","3707","8407","28"
"9639","3718","8495","28"
"9644","3694","8626","28"
"9649","3689","8108","28"
"9655","3704","8575","28"
"9660","3699","8367","28"
"9665","3689","8693","28"
"9670","3701","8256","28"
"9675","3706","8848","28"
"9680","3699","7815","28"
"9685","3704","8868","28"
"9690","3667","8330","28"
"9695","3702","8834","28"
"9701","3693","8010","28"
"9706","3680","8952","28"
"9711","3686","8313","28"
"9716","3691","8683","27"
"9721","3670","8313","27"
"9726","3666","8225","27"
"9731","3705","8091","27"
"9736","3668","8373","27"
"9742","3674","8246","27"
"9747","3700","8505","27"
"9752","3695","8027","27"
"9757","3700","7859","27"
"9762","3691","8538","27"
"9767","3686","7926","27"
"9772","3694","8239","27"
"9777","3703","8114","27"
"9783","3700","8114","27"
"9788","3686","8114","27"
"9793","3692","8357","27"
"9798","3699","8141","27"
"9803","3691","8124","27"
"9808","3711","8212","27"
"9813","3674","8710","27"
"9818","3686","8377","27"
"9824","3674","8693","27"
"9829","3686","7812","27"
"9834","3674","8683","27"
"9839","3702","8151","27"
"9844","3700","8848","27"
"9849","3692","8101","27"
"9854","3688","8824","27"
"9859","3675","8495","27"
"9865","3697","8713","27"
"9870","3670","8377","26"
"9875","3692","8683","26"
"9880","3668","7849","26"
"9885","3679","9248","26"
"9890","3675","8124","26"
"9895","3670","8686","26"
"9900","3697","8148","26"
"9906","3652","8101","24"
"9911","3683","8114","24"
"9916","3651","8219","24"
"9921","3667","8158","24"
"9926","3663","8091","24"
"9931","3684","8461","24"
"9936","3671","8131","24"
"9941","3692","7966","24"
"9947","3667","7812","24"
"9952","3657","9033","24"
"9957","3671","8165","24"
"9962","3705","8135","24"
"9967","3705","8333","24"
"9972","3713","8195","24"
"9977","3683","8797","24"
"9982","3700","8306","24"
"9987","3697","8461","24"
"9993","3697","8868","24"
"9998","3692","8417","24"
"10003","3694","8804","24"
"10008","3684","8131","24"
"10013","3692","8875","24"
"10018","3692","8175","24"
"10023","3683","9066","24"
"10028","3668","7778","24"
"10034","3695","8669","24"
"10039","3691","8101","24"
"10044","3694","8770","24"
